#CODE small test;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
monowole.23-1-2.desc;The guards try to surround the assassin, there should be no escape, but he parried a blow and threw a guard to the floor, the cluttering of people stumbled on itself and when the confusion was over, the assassin was nowhere to be found.;;;;;;;;;;;;;x
monowole.23-1-2.a;How did this happen?!;;;;;;;;;;;;;x
monowole.23-1-3;The easy way out;;;;;;;;;;;;;x
monowole.23-1-3.desc;The guards surround the assassin, there was no escape, but before they had a chance to take him, he slit his own throat.;;;;;;;;;;;;;x
monowole.23-1-3.a;Coward or brave?;;;;;;;;;;;;;x
monowole.24;What is happening?;;;;;;;;;;;;;x
monowole.24.desc.1;The petitioner stands quietly, you expect something but you're not sure what exactly. Suddenly, in an ever so quick movement, he unsheates a hidden dagger and lunges at you with lightning speed!;;;;;;;;;;;;;x
monowole.24.desc.2;The petitioner doesn't show up, people begin to chatter. There's an uneasy silence and you feel there's something wrong in the air, suddenly, out of the crowd, a guard tumbles down gushing blood, and a man from behind him grabs his spear an comes running and jumping toward you!;;;;;;;;;;;;;x
monowole.24.desc.3;The petitioner walks much closer to you than it is customary. You can sense there is something wrong with the crowd, and the courtiers also feel it. The petitioner seems to be trying to hide his face by bending the head so low you begin to bend forward to try and look at it. /n when you see it, he grabs a sword from under his clothing and lunges at you with an incredible speed!;;;;;;;;;;;;;x
monowole.24.a;You decide do duck and roll to the side and try to escape.;;;;;;;;;;;;;x
monowole.24.b;You decide to stand and fight, you unsheathe your sword.;;;;;;;;;;;;;x
monowole.25;A gift from far away.;;;;;;;;;;;;;x
monowole.25.desc.1;[GetTitledName], my brother has spent many years on the silk road and finally came back home. As a gesture of gratitude and goodwill he brings you these gifts.;;;;;;;;;;;;;x
monowole.25.desc.2;My [GetTitle], I have returned from a great business trip, and the profit was such that I decided to give you a small part of it as gratitude for your goodwill and fair ruleship.;;;;;;;;;;;;;x
monowole.25.desc.3;My [GetTitle], I have just closed an enormous deal with some foreigners and the profit was such that I decided to give you a small part of it as gratitude for your goodwill and fair ruleship.;;;;;;;;;;;;;x
monowole.25.a;I want MORE!;;;;;;;;;;;;;x
monowole.25.b;Excellent! I am grateful!;;;;;;;;;;;;;x
monowole.25.c;There's no need for that, but I thank you very much.;;;;;;;;;;;;;x
